x,y1,y2,y3,y4,y5
0.2,-30.694860373568126,-13.989187850757572,-4.882658697541026,-1.1550216613359336,0.5422120519900778
0.30000000000000004,-30.69492298956304,-13.992370092984523,-4.882690598697445,-1.1614883254454131,0.5377168970104097
0.4000000000000001,-30.695010652849568,-13.99682266933528,-4.882735260820571,-1.1705281785184967,0.5314361413778432
0.5000000000000001,-30.695123364321354,-14.002543023022673,-4.882792684414551,-1.1821278271573314,0.5233821647811914
0.6000000000000001,-30.695261125127455,-14.00952787526414,-4.8828628701276156,-1.1962701692569309,0.5135707683182764
0.7000000000000002,-30.695423936672274,-14.017773231620465,-4.882945818752076,-1.2129344807633358,0.5020210894895258
0.8000000000000003,-30.695611800615655,-14.027274389690593,-4.883041531224344,-1.2320965198326843,0.4887555001816929
0.9,-30.695824718872903,-14.038025948131565,-4.883150008624974,-1.2537286473156652,0.47379948871737276
1.0000000000000002,-30.696062693614806,-14.050021816967401,-4.8832712521786785,-1.277799962342498,0.45718152719500915
1.1000000000000003,-30.696325727267713,-14.063255229146144,-4.883405263254369,-1.3042764516535097,0.43893292547300156
1.2000000000000004,-30.69661382251357,-14.077718753299322,-4.883552043365199,-1.3331211512137977,0.41908767325724083
1.3000000000000003,-30.69692698228996,-14.09340430765418,-4.883711594168589,-1.3642943185664838,0.397682271833802
1.4000000000000004,-30.697265209790213,-14.11030317504472,-4.883883917466288,-1.3977536143195257,0.37475555704650665
1.5000000000000004,-30.69762850846343,-14.128406018964181,-4.884069015204416,-1.4334542911251273,0.35034851515301163
1.6000000000000003,-30.69801688201459,-14.147702900598313,-4.88426688947352,-1.4713493884990645,0.3245040932028327
1.7000000000000004,-30.6984303344046,-14.16818329677593,-4.884477542508639,-1.5113899318373167,0.2972670055682626
1.8000000000000005,-30.698868869850404,-14.189836118770685,-4.884700976689348,-1.5535251340194332,0.26868353822487695
1.9000000000000008,-30.699332492825082,-14.212649731886081,-4.884937194539835,-1.597702598039286,0.23880135232464766
2.000000000000001,-30.699821208057905,-14.236611975753878,-4.885186198728976,-1.6438685191726357,0.20766928853354694
2.1000000000000005,-30.70033502053449,-14.261710185275216,-4.885447992070403,-1.691967885275033,0.1753371735191117
2.200000000000001,-30.700873935496876,-14.287931212132154,-4.885722577522574,-1.7419446739007132,0.14185562987416533
2.3000000000000007,-30.70143795844363,-14.315261446797837,-4.886009958188877,-1.793742045040412,0.10727589065353704
2.400000000000001,-30.702027095130017,-14.343686840972644,-4.886310137317685,-1.8473025283915794,0.07164961958341284
2.500000000000001,-30.702641351568055,-14.373192930374355,-4.886623118302475,-1.902568204195171,0.035028737880605565
2.600000000000001,-30.7032807340267,-14.403764857810996,-4.8869489046819,-1.9594808767975977,-0.002534741506405686
2.700000000000001,-30.70394524903195,-14.435387396465956,-4.8872875001399105,-2.0179822402212184,-0.040988871548590655
2.800000000000001,-30.704634903367012,-14.468044973326391,-4.887638908505831,-2.078014035150909,-0.08028192011819273
2.9000000000000012,-30.705349704072432,-14.501721692687404,-4.88800313375448,-2.1395181968655095,-0.12036250986120509
3.000000000000001,-30.706089658446256,-14.53640135966667,-4.888380180006283,-2.202436993759742,-0.16117974863702555
3.100000000000001,-30.706854774044174,-14.572067503666034,-4.88877005152738,-2.2667131562131972,-0.20268335031228463
3.200000000000001,-30.707645058679706,-14.608703401719305,-4.88917275272974,-2.332289995667382,-0.24482374579927704
3.300000000000001,-30.708460520424367,-14.646292101667747,-4.889588288171302,-2.399111513868223,-0.287552184324632
3.4000000000000012,-30.709301167607833,-14.684816445107849,-4.890016662556075,-2.467122502319662,-0.3308208250006166
3.5000000000000013,-30.71016700881813,-14.724259090058764,-4.890457880734294,-2.536268632073658,-0.37458281884927713
3.600000000000001,-30.71105805290181,-14.764602533299833,-4.89091194770254,-2.606496534052022,-0.41879238149794373
3.700000000000001,-30.711974308964155,-14.805829132331729,-4.8913788686038755,-2.677753870157672,-0.46340485682437904
3.8000000000000016,-30.712915786369386,-14.847921126918322,-4.891858648728001,-2.749989395484967,-0.5083767718798815
3.9000000000000017,-30.713882494740844,-14.890860660169121,-4.892351293511397,-2.823153011983319,-0.5536658834606336
